pc,delta_in,delta_out
94429831878758,113871969,-11305100545
94429831878825,-11305100545,11305100545
94429831878830,11305100545,-11305100547
94429831878844,-11305100547,11305100547
94429831878858,11305100547,-1
94429831878885,-1,-11305100547
94429831854068,-11305100547,-7
140269102888996,-7,11191228305
140269102889185,11191228305,-11191228305
140269102889195,-11191228305,10
140269102889124,10,-2
94429831879040,-2,11305100547
94429831879053,11305100547,-1
94429831879058,-1,-11305100546
94429831893332,-11305100546,11305100546
94429831893339,11305100546,-11305100546
94429831893352,-11305100546,-1
94429831854548,-1,3
140269102921564,3,266
140269102921567,266,-268
94429831879072,-268,11191228578
94429831879003,11191228578,-11191228578
94429831880347,-11191228578,268
94429831880367,268,-268
94429831880370,-268,11305100547
94429831880404,11305100547,-11305100547
94429831892450,-11305100547,11305100547
94429831880439,11305100547,-11305100547
94429831875090,-11305100547,11305100547
94429831875098,11305100547,-11305100279
94429831875464,-11305100279,11305100279
94429831875474,11305100279,-11305100547
94429831892450,-11305100547,268
94429831875489,268,-268
94429831875493,-268,268
94429831880451,268,-268
94429831880458,-268,2
94429831880536,2,11305100545
94429831880555,11305100545,-11305100548
94429831854388,-11305100548,-7
140269102889316,-7,11191228305
140269102889521,11191228305,-11191228305
140269102889531,-11191228305,11191228305
140269102889379,11191228305,-11191228029
140269102889384,-11191228029,-268
94429831880565,-268,11305100547
94429831880581,11305100547,-11305100548
94429831854388,-11305100548,-7
140269102889316,-7,11191228305
140269102889521,11191228305,-11191228305
140269102889531,-11191228305,11191228305
140269102889379,11191228305,-11191228029
140269102889384,-11191228029,11305100279
94429831880592,11305100279,-11305100548
94429831853828,-11305100548,269
140269102909173,269,-268
94429831880606,-268,11305100547
94429831880612,11305100547,-11305100548
94429831854340,-11305100548,11191228358
140269101932772,11191228358,113872190
140269101932779,113872190,-113872189
140269101932786,-113872189,-1
140269101932819,-1,221
140269101932826,221,-220
140269101932840,-220,220
140269101932853,220,113871969
140269101932879,113871969,-113872187
140269101923255,-113872187,113872187
140269101923317,113872187,-113872189
140269101923440,-113872189,-1
140269101924001,-1,113872190
140269101924017,113872190,-113871969
140269101924022,-113871969,-220
140269101924030,-220,113872189
140269101924041,113872189,-113872189
140269101924071,-113872189,1
140269101924942,1,-1
140269101925509,-1,-11191228089
140269101925513,-11191228089,11191228090
140269101925521,11191228090,-1
140269101926171,-1,-11191228089
140269101926200,-11191228089,1
140269101926204,1,11191228090
140269101926208,11191228090,-11191228091
140269101932896,-11191228091,-269
94429831880625,-269,11305100547
94429831880632,11305100547,-11305100547
94429831873239,-11305100547,268
94429831873246,268,11191228310
94429831873250,11191228310,113871969
94429831873259,113871969,-11305100279
94429831873488,-11305100279,11191228310
94429831873389,11191228310,-11191228578
94429831880637,-11191228578,11305100547
94429831880644,11305100547,-11305100548
94429831853508,-11305100548,11191228358
140269101934296,11191228358,3
140269101934303,3,-11191228091
140269101934320,-11191228091,11191228088
140269101934332,11191228088,221
140269101934339,221,113871969
140269101918272,113871969,-113871969
140269101918289,-113871969,113871969
140269101918298,113871969,-11305100278
140269101918305,-11305100278,11191228088
140269101918362,11191228088,221
140269101918372,221,-220
140269101918389,-220,2
140269101918437,2,-11191228091
140269101918624,-11191228091,11191228309
140269101918636,11191228309,113871969
140269101918658,113871969,-11305100277
140269101920128,-11305100277,11191228090
140269101918735,11191228090,-11191228091
140269101918749,-11191228091,11191228089
140269101919775,11191228089,-11191228089
140269101920236,-11191228089,11191228089
140269101920244,11191228089,220
140269101918586,220,-11191228578
94429831880663,-11191228578,11305100547
94429831880511,11305100547,-11305100548
94429831854388,-11305100548,-7
140269102889316,-7,11191228305
140269102889521,11191228305,-11191228305
140269102889531,-11191228305,11191228305
140269102889379,11191228305,-11191228029
140269102889384,-11191228029,-268
94429831880516,-268,268
94429831880818,268,-268
94429831880825,-268,11305100547
94429831880837,11305100547,-11305100547
94429831875781,-11305100547,268
94429831865552,268,-266
94429831865564,-266,11305100545
94429831865531,11305100545,-11305100545
94429831880313,-11305100545,-2
94429831880321,-2,11305100547
94429831880342,11305100547,-113871969
94429831878749,-113871969,113871969
94429831878758,113871969,-11305100545
94429831878825,-11305100545,11305100545
94429831878830,11305100545,-11305100547
94429831878844,-11305100547,11305100547
94429831878858,11305100547,-1
94429831878885,-1,-11305100547
94429831854068,-11305100547,-7
140269102888996,-7,11191228305
140269102889185,11191228305,-11191228305
140269102889195,-11191228305,11191228305
140269102889059,11191228305,-11191228295
140269102889064,-11191228295,-2
94429831879040,-2,11305100547
94429831879053,11305100547,-1
94429831879058,-1,-11305100546
94429831893332,-11305100546,11305100546
94429831893339,11305100546,-11305100546
94429831893352,-11305100546,-1
94429831854548,-1,3
140269102921621,3,266
140269102921629,266,-268
94429831879072,-268,11191228578
94429831879003,11191228578,-11191228578
94429831880347,-11191228578,268
94429831880367,268,-268
94429831880370,-268,11305100547
94429831880404,11305100547,-11305100547
94429831892450,-11305100547,11305100547
94429831880439,11305100547,-11305100547
94429831875090,-11305100547,11305100547
94429831875098,11305100547,-11305100279
94429831875464,-11305100279,11305100279
94429831875474,11305100279,-11305100547
94429831892450,-11305100547,268
94429831875489,268,-268
94429831875493,-268,268
94429831880451,268,-268
94429831880458,-268,2
94429831880536,2,11305100545
94429831880555,11305100545,-11305100548
94429831854388,-11305100548,-7
140269102889316,-7,11191228305
140269102889521,11191228305,-11191228305
140269102889531,-11191228305,276
140269102889426,276,-268
94429831880500,-268,11305100547
94429831880511,11305100547,-11305100548
94429831854388,-11305100548,-7
140269102889316,-7,11191228305
140269102889521,11191228305,-11191228305
140269102889531,-11191228305,276
140269102889426,276,-268
94429831880516,-268,268
94429831880818,268,-268
94429831880825,-268,11305100547
94429831880837,11305100547,-11305100279
94429831880842,-11305100279,11305100279
94429831880845,11305100279,-11305100547
94429831875781,-11305100547,268
94429831865552,268,-266
94429831865564,-266,11305100545
94429831865531,11305100545,-11305100545
94429831880313,-11305100545,-2
94429831880321,-2,11305100547
94429831880342,11305100547,-113871969
94429831878749,-113871969,113871969
94429831878758,113871969,-11305100545
94429831878825,-11305100545,11305100545
94429831878830,11305100545,-11305100547
94429831878844,-11305100547,11305100547
94429831878858,11305100547,-1
94429831878885,-1,-11305100547
94429831854068,-11305100547,-7
140269102888996,-7,11191228305
140269102889185,11191228305,-11191228305
140269102889195,-11191228305,10
140269102889124,10,-10
94429831879412,-10,10
94429831879418,10,11305100544
94429831878885,11305100544,-11305100547
94429831854068,-11305100547,-7
140269102888996,-7,11191228305
140269102889185,11191228305,-11191228305
140269102889195,-11191228305,11191228305
140269102889059,11191228305,-11191228295
140269102889064,-11191228295,-2
94429831879040,-2,11305100547
94429831879053,11305100547,-1
94429831879058,-1,-11305100546
94429831893332,-11305100546,11305100546
94429831893339,11305100546,-11305100546
94429831893352,-11305100546,-1
94429831854548,-1,3
140269102921564,3,266
140269102921567,266,-268
94429831879072,-268,11305100546
94429831879806,11305100546,-11305100544
94429831877150,-11305100544,11305100544
94429831877153,11305100544,-113871968
94429831877171,-113871968,113871968
94429831877180,113871968,-11305100546
94429831877217,-11305100546,11305100546
94429831877234,11305100546,-11305100547
94429831853908,-11305100547,3
140269102907660,3,11305100544
94429831877284,11305100544,-11305100544
94429831877416,-11305100544,11305100544
94429831877420,11305100544,-11305100544
94429831923672,-11305100544,11305100544
94429831923772,11305100544,-11305100546
94429831922272,-11305100546,2
94429831922283,2,266
94429831922296,266,-266
94429831922333,-266,266
94429831922329,266,-266
94429831922333,-266,266
94429831922329,266,-266
94429831922333,-266,266
94429831922329,266,-266
94429831922333,-266,-2
94429831923777,-2,268
94429831923785,268,11305100278
94429831923800,11305100278,-11305100547
94429831853668,-11305100547,269
140269102908220,269,11305100278
94429831877529,11305100278,-11305100547
94429831853828,-11305100547,269
140269102909173,269,11305100278
94429831877549,11305100278,-11305100546
94429831872531,-11305100546,11305100546
94429831872538,11305100546,-11305100546
94429831893229,-11305100546,268
94429831872620,268,-275
94429831872584,-275,275
94429831872664,275,-275
94429831872584,-275,275
94429831872608,275,-275
94429831872584,-275,275
94429831872608,275,-275
94429831872584,-275,275
94429831872608,275,-275
94429831872584,-275,275
94429831872608,275,-275
94429831872584,-275,275
94429831872664,275,1
94429831872608,1,-1
94429831872620,-1,-275
94429831872584,-275,276
94429831872608,276,-1
94429831872620,-1,-275
94429831872584,-275,276
94429831872608,276,-1
94429831872620,-1,-275
94429831872584,-275,276
94429831872608,276,-1
94429831872620,-1,-275
94429831872584,-275,276
94429831872608,276,-1
94429831872620,-1,-275
94429831872584,-275,276
94429831872608,276,-1
94429831872620,-1,-275
94429831872584,-275,276
94429831872608,276,-1
94429831872620,-1,-275
94429831872584,-275,276
94429831872608,276,-1
94429831872620,-1,-275
94429831872584,-275,276
94429831872664,276,-1
94429831872620,-1,-275
94429831872584,-275,276
94429831872608,276,-1
94429831872620,-1,-275
94429831872584,-275,276
94429831872608,276,-1
94429831872620,-1,-275
94429831872584,-275,276
94429831872608,276,-1
94429831872620,-1,-275
94429831872584,-275,276
94429831872608,276,-1
94429831872620,-1,-275
94429831872584,-275,276
94429831872608,276,-1
94429831872620,-1,-275
94429831872584,-275,276
94429831872608,276,-1
94429831872620,-1,-275
94429831872584,-275,276
94429831872608,276,-1
94429831872620,-1,-275
94429831872584,-275,276
94429831872608,276,-1
94429831872620,-1,-275
94429831872584,-275,276
94429831872608,276,-1
94429831872620,-1,-275
94429831872584,-275,276
94429831872608,276,-1
94429831872620,-1,-275
94429831872584,-275,276
94429831872608,276,-1
94429831872620,-1,-275
94429831872584,-275,276
94429831872664,276,-1
94429831872620,-1,-275
94429831872584,-275,276
94429831872608,276,-1
94429831872620,-1,-275
94429831872584,-275,276
94429831872608,276,-1
94429831872620,-1,-275
94429831872584,-275,276
94429831872608,276,-269
94429831872641,-269,2
94429831878131,2,11191228576
94429831878244,11191228576,-11191228578
94429831879811,-11191228578,11305100546
94429831878885,11305100546,-11305100547
94429831854068,-11305100547,-7
140269102888996,-7,11191228305
140269102889185,11191228305,-11191228305
140269102889195,-11191228305,11191228305
140269102889059,11191228305,-11191228295
140269102889064,-11191228295,11305100544
94429831878885,11305100544,-11305100547
94429831854068,-11305100547,-7
140269102888996,-7,11191228305
140269102889185,11191228305,-11191228305
140269102889195,-11191228305,11191228305
140269102889059,11191228305,-11191228295
140269102889064,-11191228295,-2
94429831879040,-2,11305100547
94429831879053,11305100547,-1
94429831879058,-1,-11305100546
